国,感染者,死亡者,日付
オランダ,53647,6164,2020-07-29
サンマリノ,699,42,2020-07-29
リトアニア,2027,80,2020-07-29
ナイジェリア,41804,868,2020-07-29
アイスランド,1857,10,2020-07-29
アゼルバイジャン,30858,430,2020-07-29
ベラルーシ,67366,543,2020-07-29
ニュージーランド,1559,22,2020-07-29
メキシコ,402697,44876,2020-07-29
カタール,109880,167,2020-07-29
ルクセンブルク,6375,113,2020-07-29
モナコ,117,4,2020-07-29
エクアドル,82279,5584,2020-07-29
アイルランド,25929,1764,2020-07-29
チェコ,15799,374,2020-07-29
アルメニア,37629,719,2020-07-29
ドミニカ共和国,64690,1101,2020-07-29
インドネシア,102051,4901,2020-07-29
アンドラ,907,52,2020-07-29
ポルトガル,50410,1722,2020-07-29
ラトビア,1220,31,2020-07-29
セネガル,9805,198,2020-07-29
サウジアラビア,270831,2789,2020-07-29
ヨルダン,1182,11,2020-07-29
アルゼンチン,173355,3179,2020-07-29
チリ,349800,9240,2020-07-29
ウクライナ,68030,1650,2020-07-29
モロッコ,21387,327,2020-07-29
チュニジア,1468,50,2020-07-29
ハンガリー,4456,596,2020-07-29
リヒテンシュタイン,87,1,2020-07-29
ポーランド,43904,1682,2020-07-29
スロベニア,2101,117,2020-07-29
パレスチナ,10938,79,2020-07-29
ボスニア・ヘルツェゴビナ,10766,297,2020-07-29
南アフリカ,459761,7257,2020-07-29
ブータン,99,0,2020-07-29
カメルーン,17179,391,2020-07-29
トーゴ,896,18,2020-07-29
セルビア,24520,551,2020-07-29
スロバキア,2204,28,2020-07-29
バチカン,12,0,2020-07-29
コロンビア,267385,9074,2020-07-29
ペルー,389717,18418,2020-07-29
コスタリカ,16344,125,2020-07-29
マルタ,708,9,2020-07-29
パラグアイ,4674,45,2020-07-29
バングラデシュ,229185,3000,2020-07-29
モルドバ,23521,753,2020-07-29
ブルガリア,10871,355,2020-07-29
モルディブ,3506,15,2020-07-29
ブルネイ,141,3,2020-07-29
キプロス,1067,19,2020-07-29
アルバニア,4997,148,2020-07-29
ブルキナファソ,1105,53,2020-07-29
モンゴル,291,0,2020-07-29
パナマ,62223,1349,2020-07-29
ボリビア,72327,2720,2020-07-29
ホンジュラス,40460,1214,2020-07-29
コンゴ民主共和国,8873,208,2020-07-29
ジャマイカ,855,10,2020-07-29
トルコ,227982,5645,2020-07-29
コートジボワール,15713,98,2020-07-29
ガイアナ,396,20,2020-07-29
キューバ,2555,87,2020-07-29
トリニダード・トバゴ,153,8,2020-07-29
スーダン,11496,725,2020-07-29
ギニア,7126,46,2020-07-29
エチオピア,15200,239,2020-07-29
ケニア,18581,299,2020-07-29
グアテマラ,46451,1782,2020-07-29
ベネズエラ,16571,151,2020-07-29
ガボン,7189,49,2020-07-29
ガーナ,34406,168,2020-07-29
アンティグア・バーブーダ,86,3,2020-07-29
カザフスタン,86192,793,2020-07-29
ウルグアイ,1218,35,2020-07-29
ナミビア,1917,8,2020-07-29
セーシェル,114,0,2020-07-29
セントルシア,24,0,2020-07-29
ルワンダ,1926,5,2020-07-29
エスワティニ,2404,39,2020-07-29
スリナム,1510,24,2020-07-29
モーリタニア,6249,156,2020-07-29
コソボ,7652,192,2020-07-29
コンゴ共和国,3200,54,2020-07-29
セントビンセント及びクレナディーン諸島,52,0,2020-07-29
中央アフリカ,4599,59,2020-07-29
ウズベキスタン,21699,124,2020-07-29
赤道ギニア,3071,51,2020-07-29
リベリア,1177,72,2020-07-29
タンザニア,509,21,2020-07-29
ソマリア,3212,93,2020-07-29
ベナン,1770,35,2020-07-29
バハマ,447,11,2020-07-29
モンテネグロ,2949,45,2020-07-29
バルバドス,110,7,2020-07-29
キルギス,33844,1329,2020-07-29
ザンビア,5002,142,2020-07-29
ジブチ,5068,58,2020-07-29
ガンビア,326,8,2020-07-29
モーリシャス,344,10,2020-07-29
フィジー,27,0,2020-07-29
エルサルバドル,15446,417,2020-07-29
チャド,926,75,2020-07-29
ニカラグア,3672,116,2020-07-29
マダガスカル,10104,93,2020-07-29
ハイチ,7340,158,2020-07-29
アンゴラ,1000,47,2020-07-29
ニジェール,1132,69,2020-07-29
パプアニューギニア,63,0,2020-07-29
ジンバブエ,2817,40,2020-07-29
カーボベルデ,2354,22,2020-07-29
エリトリア,265,0,2020-07-29
東ティモール,24,0,2020-07-29
ウガンダ,1135,2,2020-07-29
シリア,694,40,2020-07-29
モザンビーク,1720,11,2020-07-29
グレナダ,23,0,2020-07-29
ベリーズ,48,2,2020-07-29
ミャンマー,351,6,2020-07-29
ドミニカ国,18,0,2020-07-29
ラオス,20,0,2020-07-29
ギニアビサウ,1954,26,2020-07-29
マリ,2520,124,2020-07-29
セントクリストファー・ネービス,17,0,2020-07-29
リビア,3017,67,2020-07-29
シエラレオネ,1786,66,2020-07-29
ブルンジ,378,1,2020-07-29
ボツワナ,739,2,2020-07-29
マラウイ,3709,103,2020-07-29
西サハラ,10,1,2020-07-29
南スーダン共和国,2305,46,2020-07-29
サントメ・プリンシペ,867,14,2020-07-29
イエメン共和国,1703,484,2020-07-29
タジキスタン共和国,7276,60,2020-07-29
コモロ連合,354,7,2020-07-29
レソト王国,505,12,2020-07-29
ダイヤモンド・プリンセス,712,13,2020-07-29
その他,9,2,2020-07-29
中国,84165,4634,2020-07-30
香港,3002,24,2020-07-30
マカオ,46,0,2020-07-30
日本,33049,1004,2020-07-30
韓国,14269,300,2020-07-30
台湾,467,7,2020-07-30
シンガポール,51531,27,2020-07-30
ネパール,19273,49,2020-07-30
タイ,3298,58,2020-07-30
ベトナム,459,0,2020-07-30
マレーシア,8956,124,2020-07-30
豪州,16298,189,2020-07-30
米国,4426982,150713,2020-07-30
カナダ,117357,8962,2020-07-30
フランス,183888,30223,2020-07-30
ドイツ,208546,9135,2020-07-30
カンボジア,226,0,2020-07-30
スリランカ,2810,11,2020-07-30
アラブ首長国連邦,59921,347,2020-07-30
フィンランド,7414,329,2020-07-30
フィリピン,85486,1962,2020-07-30
インド,1581963,34955,2020-07-30
イタリア,246776,35129,2020-07-30
英国,303063,46046,2020-07-30
ロシア,827509,13650,2020-07-30
スウェーデン,79782,5730,2020-07-30
スペイン,282641,28441,2020-07-30
ベルギー,67335,9836,2020-07-30
エジプト,93356,4728,2020-07-30
イラン,298909,16343,2020-07-30
イスラエル,68299,491,2020-07-30
レバノン,4205,55,2020-07-30
クウェート,65903,444,2020-07-30
バーレーン,40311,144,2020-07-30
オマーン,78569,412,2020-07-30
アフガニスタン,36471,1271,2020-07-30
イラク,118300,4603,2020-07-30
アルジェリア,29229,1186,2020-07-30
オーストリア,20850,716,2020-07-30
スイス,34522,1702,2020-07-30
クロアチア,4993,141,2020-07-30
ブラジル,2552265,90134,2020-07-30
ジョージア,1155,17,2020-07-30
パキスタン,276288,5892,2020-07-30
北マケドニア,10503,476,2020-07-30
ギリシア,4336,203,2020-07-30
ノルウェー,9172,255,2020-07-30
ルーマニア,48235,2269,2020-07-30
デンマーク,13868,614,2020-07-30
エストニア,2042,69,2020-07-30
オランダ,53895,6166,2020-07-30
サンマリノ,699,42,2020-07-30
リトアニア,2043,80,2020-07-30
ナイジェリア,42208,873,2020-07-30
アイスランド,1861,10,2020-07-30
アゼルバイジャン,31221,438,2020-07-30
ベラルーシ,67518,548,2020-07-30
ニュージーランド,1560,22,2020-07-30
メキシコ,408449,45361,2020-07-30
カタール,110153,169,2020-07-30
ルクセンブルク,6533,114,2020-07-30
モナコ,120,4,2020-07-30
エクアドル,83193,5623,2020-07-30
アイルランド,25942,1764,2020-07-30
チェコ,16093,374,2020-07-30
アルメニア,37937,723,2020-07-30
ドミニカ共和国,66182,1123,2020-07-30
インドネシア,104432,4975,2020-07-30
アンドラ,918,52,2020-07-30
ポルトガル,50613,1725,2020-07-30
ラトビア,1224,31,2020-07-30
セネガル,9961,200,2020-07-30
サウジアラビア,272590,2816,2020-07-30
ヨルダン,1187,11,2020-07-30
アルゼンチン,178996,3288,2020-07-30
チリ,351575,9278,2020-07-30
ウクライナ,69078,1673,2020-07-30
モロッコ,22213,334,2020-07-30
チュニジア,1488,50,2020-07-30
ハンガリー,4465,596,2020-07-30
リヒテンシュタイン,88,1,2020-07-30
ポーランド,44416,1694,2020-07-30
スロベニア,2115,117,2020-07-30
パレスチナ,11284,80,2020-07-30
ボスニア・ヘルツェゴビナ,11127,316,2020-07-30
南アフリカ,471123,7497,2020-07-30
ブータン,99,0,2020-07-30
カメルーン,17255,391,2020-07-30
トーゴ,896,18,2020-07-30
セルビア,24892,558,2020-07-30
スロバキア,2245,28,2020-07-30
バチカン,12,0,2020-07-30
コロンビア,276055,9454,2020-07-30
ペルー,400683,18816,2020-07-30
コスタリカ,16800,133,2020-07-30
マルタ,720,9,2020-07-30
パラグアイ,4866,46,2020-07-30
バングラデシュ,232194,3035,2020-07-30
モルドバ,23947,759,2020-07-30
ブルガリア,11155,368,2020-07-30
モルディブ,3567,15,2020-07-30
ブルネイ,141,3,2020-07-30
キプロス,1080,19,2020-07-30
アルバニア,5105,150,2020-07-30
ブルキナファソ,1105,53,2020-07-30
モンゴル,291,0,2020-07-30
パナマ,63269,1374,2020-07-30
ボリビア,73534,2808,2020-07-30
ホンジュラス,40944,1259,2020-07-30
コンゴ民主共和国,8931,210,2020-07-30
ジャマイカ,856,10,2020-07-30
トルコ,228924,5659,2020-07-30
コートジボワール,15813,99,2020-07-30
ガイアナ,398,20,2020-07-30
キューバ,2588,87,2020-07-30
トリニダード・トバゴ,156,8,2020-07-30
スーダン,11496,725,2020-07-30
ギニア,7183,46,2020-07-30
エチオピア,15810,253,2020-07-30
ケニア,19125,311,2020-07-30
グアテマラ,47605,1835,2020-07-30
ベネズエラ,17158,156,2020-07-30
ガボン,7352,49,2020-07-30
ガーナ,35142,175,2020-07-30
アンティグア・バーブーダ,91,3,2020-07-30
カザフスタン,87664,793,2020-07-30
ウルグアイ,1237,35,2020-07-30
ナミビア,1986,9,2020-07-30
セーシェル,114,0,2020-07-30
セントルシア,24,0,2020-07-30
ルワンダ,1963,5,2020-07-30
エスワティニ,2551,40,2020-07-30
スリナム,1607,26,2020-07-30
モーリタニア,6273,156,2020-07-30
コソボ,7846,196,2020-07-30
コンゴ共和国,3200,54,2020-07-30
セントビンセント及びクレナディーン諸島,52,0,2020-07-30
中央アフリカ,4605,59,2020-07-30
ウズベキスタン,22585,131,2020-07-30
赤道ギニア,3071,51,2020-07-30
リベリア,1179,72,2020-07-30
タンザニア,509,21,2020-07-30
ソマリア,3212,93,2020-07-30
ベナン,1805,36,2020-07-30
バハマ,484,11,2020-07-30
モンテネグロ,3016,47,2020-07-30
バルバドス,110,7,2020-07-30
キルギス,34592,1347,2020-07-30
ザンビア,5249,146,2020-07-30
ジブチ,5081,58,2020-07-30
ガンビア,326,8,2020-07-30
モーリシャス,344,10,2020-07-30
フィジー,27,0,2020-07-30
エルサルバドル,15841,430,2020-07-30
チャド,926,75,2020-07-30
ニカラグア,3672,116,2020-07-30
マダガスカル,10317,99,2020-07-30
ハイチ,7378,159,2020-07-30
アンゴラ,1078,48,2020-07-30
ニジェール,1132,69,2020-07-30
パプアニューギニア,63,1,2020-07-30
ジンバブエ,2879,41,2020-07-30
カーボベルデ,2373,23,2020-07-30
エリトリア,265,0,2020-07-30
東ティモール,24,0,2020-07-30
ウガンダ,1140,2,2020-07-30
シリア,717,40,2020-07-30
モザンビーク,1748,11,2020-07-30
グレナダ,23,0,2020-07-30
ベリーズ,48,2,2020-07-30
ミャンマー,351,6,2020-07-30
ドミニカ国,18,0,2020-07-30
ラオス,20,0,2020-07-30
ギニアビサウ,1954,26,2020-07-30
マリ,2521,124,2020-07-30
セントクリストファー・ネービス,17,0,2020-07-30
リビア,3222,76,2020-07-30
シエラレオネ,1803,67,2020-07-30
ブルンジ,387,1,2020-07-30
ボツワナ,804,2,2020-07-30
マラウイ,3738,103,2020-07-30
西サハラ,10,1,2020-07-30
南スーダン共和国,2322,46,2020-07-30
サントメ・プリンシペ,868,15,2020-07-30
イエメン共和国,1711,485,2020-07-30
タジキスタン共和国,7320,60,2020-07-30
コモロ連合,378,7,2020-07-30
レソト王国,576,13,2020-07-30
ダイヤモンド・プリンセス,712,13,2020-07-30
その他,9,2,2020-07-30
中国,84292,4634,2020-07-31
香港,3151,25,2020-07-31
マカオ,46,0,2020-07-31
日本,34372,1006,2020-07-31
韓国,14305,301,2020-07-31
台湾,467,7,2020-07-31
シンガポール,51809,27,2020-07-31
ネパール,19547,52,2020-07-31
タイ,3304,58,2020-07-31
ベトナム,509,0,2020-07-31
マレーシア,8964,124,2020-07-31
豪州,16903,196,2020-07-31
米国,4494601,152055,2020-07-31
カナダ,117677,8974,2020-07-31
フランス,185280,30238,2020-07-31
ドイツ,209535,9144,2020-07-31
カンボジア,234,0,2020-07-31
スリランカ,2814,11,2020-07-31
アラブ首長国連邦,60223,349,2020-07-31
フィンランド,7423,329,2020-07-31
フィリピン,85486,1962,2020-07-31
インド,1634746,35718,2020-07-31
イタリア,247158,35132,2020-07-31
英国,303910,46084,2020-07-31
ロシア,832993,13778,2020-07-31
スウェーデン,80100,5739,2020-07-31
スペイン,285430,28443,2020-07-31
ベルギー,68006,9840,2020-07-31
エジプト,93757,4774,2020-07-31
イラン,301530,16569,2020-07-31
イスラエル,70036,500,2020-07-31
レバノン,4334,57,2020-07-31
クウェート,66529,445,2020-07-31
バーレーン,40755,146,2020-07-31
オマーン,79159,421,2020-07-31
アフガニスタン,36542,1271,2020-07-31
イラク,121263,4671,2020-07-31
アルジェリア,29831,1200,2020-07-31
オーストリア,20955,718,2020-07-31
スイス,34714,1702,2020-07-31
クロアチア,5071,144,2020-07-31
ブラジル,2610102,91263,2020-07-31
ジョージア,1160,17,2020-07-31
パキスタン,277402,5924,2020-07-31
北マケドニア,10617,480,2020-07-31
ギリシア,4401,203,2020-07-31
ノルウェー,9208,255,2020-07-31
ルーマニア,49591,2304,2020-07-31
デンマーク,13964,615,2020-07-31
エストニア,2051,69,2020-07-31
オランダ,54249,6166,2020-07-31
サンマリノ,699,42,2020-07-31
リトアニア,2062,80,2020-07-31
ナイジェリア,42689,878,2020-07-31
アイスランド,1872,10,2020-07-31
アゼルバイジャン,31560,441,2020-07-31
ベラルーシ,67665,553,2020-07-31
ニュージーランド,1560,22,2020-07-31
メキシコ,416179,46000,2020-07-31
カタール,110460,171,2020-07-31
ルクセンブルク,6616,114,2020-07-31
モナコ,120,4,2020-07-31
エクアドル,84370,5657,2020-07-31
アイルランド,26027,1763,2020-07-31
チェコ,16371,379,2020-07-31
アルメニア,38196,728,2020-07-31
ドミニカ共和国,67915,1146,2020-07-31
インドネシア,106336,5058,2020-07-31
アンドラ,922,52,2020-07-31
ポルトガル,50868,1727,2020-07-31
ラトビア,1228,31,2020-07-31
セネガル,10106,204,2020-07-31
サウジアラビア,274219,2842,2020-07-31
ヨルダン,1191,11,2020-07-31
アルゼンチン,185373,3441,2020-07-31
チリ,353536,9377,2020-07-31
ウクライナ,70300,1697,2020-07-31
モロッコ,23259,346,2020-07-31
チュニジア,1514,50,2020-07-31
ハンガリー,4484,596,2020-07-31
リヒテンシュタイン,88,1,2020-07-31
ポーランド,45031,1709,2020-07-31
スロベニア,2139,117,2020-07-31
パレスチナ,11548,81,2020-07-31
ボスニア・ヘルツェゴビナ,11444,328,2020-07-31
南アフリカ,482169,7812,2020-07-31
ブータン,101,0,2020-07-31
カメルーン,17255,391,2020-07-31
トーゴ,908,18,2020-07-31
セルビア,25213,565,2020-07-31
スロバキア,2265,28,2020-07-31
バチカン,12,0,2020-07-31
コロンビア,276055,9808,2020-07-31
ペルー,400683,18816,2020-07-31
コスタリカ,17290,140,2020-07-31
マルタ,814,9,2020-07-31
パラグアイ,5207,47,2020-07-31
バングラデシュ,234889,3083,2020-07-31
モルドバ,24343,771,2020-07-31
ブルガリア,11420,374,2020-07-31
モルディブ,3719,16,2020-07-31
ブルネイ,141,3,2020-07-31
キプロス,1090,19,2020-07-31
アルバニア,5197,154,2020-07-31
ブルキナファソ,1106,53,2020-07-31
モンゴル,291,0,2020-07-31
パナマ,64191,1397,2020-07-31
ボリビア,75234,2894,2020-07-31
ホンジュラス,41426,1312,2020-07-31
コンゴ民主共和国,9010,215,2020-07-31
ジャマイカ,864,10,2020-07-31
トルコ,229891,5674,2020-07-31
コートジボワール,15978,100,2020-07-31
ガイアナ,401,20,2020-07-31
キューバ,2597,87,2020-07-31
トリニダード・トバゴ,164,8,2020-07-31
スーダン,11496,725,2020-07-31
ギニア,7242,46,2020-07-31
エチオピア,16615,263,2020-07-31
ケニア,19913,325,2020-07-31
グアテマラ,48826,1867,2020-07-31
ベネズエラ,17859,158,2020-07-31
ガボン,7352,49,2020-07-31
ガーナ,35142,175,2020-07-31
アンティグア・バーブーダ,91,3,2020-07-31
カザフスタン,89078,793,2020-07-31
ウルグアイ,1243,35,2020-07-31
ナミビア,2052,10,2020-07-31
セーシェル,114,0,2020-07-31
セントルシア,25,0,2020-07-31
ルワンダ,1994,5,2020-07-31
エスワティニ,2577,40,2020-07-31
スリナム,1607,26,2020-07-31
モーリタニア,6295,157,2020-07-31
コソボ,8104,212,2020-07-31
コンゴ共和国,3200,54,2020-07-31
セントビンセント及びクレナディーン諸島,52,0,2020-07-31
中央アフリカ,4605,59,2020-07-31
ウズベキスタン,23271,136,2020-07-31
赤道ギニア,3071,51,2020-07-31
リベリア,1181,73,2020-07-31
タンザニア,509,21,2020-07-31
ソマリア,3212,93,2020-07-31
ベナン,1805,36,2020-07-31
バハマ,508,14,2020-07-31
モンテネグロ,3016,47,2020-07-31
バルバドス,110,7,2020-07-31
キルギス,35223,1364,2020-07-31
ザンビア,5555,149,2020-07-31
ジブチ,5081,58,2020-07-31
ガンビア,403,8,2020-07-31
モーリシャス,344,10,2020-07-31
フィジー,27,0,2020-07-31
エルサルバドル,16230,439,2020-07-31
チャド,935,75,2020-07-31
ニカラグア,3672,116,2020-07-31
マダガスカル,10748,105,2020-07-31
ハイチ,7412,161,2020-07-31
アンゴラ,1109,51,2020-07-31
ニジェール,1134,69,2020-07-31
パプアニューギニア,63,2,2020-07-31
ジンバブエ,3092,53,2020-07-31
カーボベルデ,2418,23,2020-07-31
エリトリア,279,0,2020-07-31
東ティモール,24,0,2020-07-31
ウガンダ,1147,2,2020-07-31
シリア,738,41,2020-07-31
モザンビーク,1808,11,2020-07-31
グレナダ,24,0,2020-07-31
ベリーズ,48,2,2020-07-31
ミャンマー,353,6,2020-07-31
ドミニカ国,18,0,2020-07-31
ラオス,20,0,2020-07-31
ギニアビサウ,1981,26,2020-07-31
マリ,2522,124,2020-07-31
セントクリストファー・ネービス,17,0,2020-07-31
